direction,doc_id,document_key,segment_index,document_selected_system,document_score,document_major_errors,document_annotated_segments,document_total_segments,selection_action,final_system,selected_score,selected_major_errors,final_score,final_major_errors,final_annotations
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_auGI7UuFEaw_521.45-553.21,speech_###_id_auGI7UuFEaw_521.45-553.21,0,Cohere CAT+,100.0,0,1,1,retain,Cohere CAT+,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_b7MWNLH25yo_492.53-515.61,speech_###_id_b7MWNLH25yo_492.53-515.61,0,Gemini 3.1 Pro,100.0,0,1,1,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_c5h2yMQvcMM_202.62-227.94,speech_###_id_c5h2yMQvcMM_202.62-227.94,0,DeepSeek V4 Pro,100.0,0,1,1,retain,DeepSeek V4 Pro,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_c5h2yMQvcMM_558.69-585.09,speech_###_id_c5h2yMQvcMM_558.69-585.09,0,Dubformer,60.0,1,1,1,score_below_80,Dubformer,60.0,1,60.0,1,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_dZcVMyxWqhw_136.34-158.62,speech_###_id_dZcVMyxWqhw_136.34-158.62,0,Dubformer,90.0,0,1,1,retain,Dubformer,90.0,0,90.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_ePUm-G4-5KA_537.77-571.49,speech_###_id_ePUm-G4-5KA_537.77-571.49,0,Cohere CAT+,100.0,0,1,1,retain,Cohere CAT+,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_eRnd22r-0TY_320.42-347.10,speech_###_id_eRnd22r-0TY_320.42-347.10,0,Gemini 3.1 Pro,100.0,0,1,1,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_fU27zRSgYlk_305.90-334.14,speech_###_id_fU27zRSgYlk_305.90-334.14,0,Cohere CAT+,70.0,1,1,1,score_below_80,Cohere CAT+,70.0,1,70.0,1,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_fYRLPtdKrW0_24.70-47.18,speech_###_id_fYRLPtdKrW0_24.70-47.18,0,Human (postediting),100.0,0,1,1,retain,Human (postediting),100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_fognAUr27Vs_335.98-362.81,speech_###_id_fognAUr27Vs_335.98-362.81,0,UvA-MT,85.0,0,1,1,retain,UvA-MT,85.0,0,85.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_fzkizSWouvo_370.13-395.81,speech_###_id_fzkizSWouvo_370.13-395.81,0,Gemini 3.1 Pro,100.0,0,1,1,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_gFeXDvUgX50_109.25-136.85,speech_###_id_gFeXDvUgX50_109.25-136.85,0,TRIVE,90.0,0,1,1,retain,TRIVE,90.0,0,90.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_gjtOvlByOyk_0.78-24.58,speech_###_id_gjtOvlByOyk_0.78-24.58,0,Lumen,85.0,0,1,1,retain,Lumen,85.0,0,85.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_hURipDkwAmo_21.30-52.02,speech_###_id_hURipDkwAmo_21.30-52.02,0,DeepSeek V4 Pro,100.0,0,1,1,retain,DeepSeek V4 Pro,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_hz_0yNnxVeM_129.06-157.70,speech_###_id_hz_0yNnxVeM_129.06-157.70,0,Command A+,80.0,1,1,1,major_error,Command A+,80.0,1,80.0,1,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_iKPehn7Os00_287.58-312.34,speech_###_id_iKPehn7Os00_287.58-312.34,0,Dubformer,100.0,0,1,1,retain,Dubformer,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_ifsslZjFgG4_464.45-488.05,speech_###_id_ifsslZjFgG4_464.45-488.05,0,Lumen,100.0,0,1,1,retain,Lumen,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_izmv7HZCQNY_282.38-311.90,speech_###_id_izmv7HZCQNY_282.38-311.90,0,TRIVE,75.0,1,1,1,score_below_80,TRIVE,75.0,1,75.0,1,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_j0WayMzpnnA_205.94-239.30,speech_###_id_j0WayMzpnnA_205.94-239.30,0,Human (postediting),75.0,0,1,1,score_below_80,Human (postediting),75.0,0,75.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_jt8nlWs6fxI_253.66-284.38,speech_###_id_jt8nlWs6fxI_253.66-284.38,0,PseudoRef,100.0,0,1,1,retain,PseudoRef,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_k5gMkBk5od8_306.22-332.54,speech_###_id_k5gMkBk5od8_306.22-332.54,0,GPT 5.5,100.0,0,1,1,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_kS9Icvd0cD0_487.25-509.33,speech_###_id_kS9Icvd0cD0_487.25-509.33,0,Cohere CAT+,70.0,0,1,1,score_below_80,Cohere CAT+,70.0,0,70.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_lE36Py-ta8k_274.06-302.42,speech_###_id_lE36Py-ta8k_274.06-302.42,0,Dubformer,70.0,0,1,1,score_below_80,Dubformer,70.0,0,70.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_lg647NcK8dI_418.46-442.94,speech_###_id_lg647NcK8dI_418.46-442.94,0,Gemini 3.1 Pro,80.0,0,1,1,retain,Gemini 3.1 Pro,80.0,0,80.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_lg647NcK8dI_520.82-545.62,speech_###_id_lg647NcK8dI_520.82-545.62,0,GPT 5.5,100.0,0,1,1,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_mQB8o2hYcJs_199.90-226.06,speech_###_id_mQB8o2hYcJs_199.90-226.06,0,Gemini 3.1 Pro,80.0,1,1,1,major_error,Gemini 3.1 Pro,80.0,1,80.0,1,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_nDSBqALYKLM_550.17-574.57,speech_###_id_nDSBqALYKLM_550.17-574.57,0,Cohere CAT+,70.0,1,1,1,score_below_80,Cohere CAT+,70.0,1,70.0,1,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_nDiChil8UJc_477.01-498.65,speech_###_id_nDiChil8UJc_477.01-498.65,0,CUNI-MH-v3,100.0,0,1,1,retain,CUNI-MH-v3,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_o5rhwYz5-6g_304.42-326.06,speech_###_id_o5rhwYz5-6g_304.42-326.06,0,Qingqiu-MT-9B,100.0,0,1,1,retain,Qingqiu-MT-9B,100.0,0,100.0,0,2
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_o5rhwYz5-6g_467.49-490.61,speech_###_id_o5rhwYz5-6g_467.49-490.61,0,Dubformer,100.0,0,1,1,retain,Dubformer,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_oE5aAhhg7IY_314.94-344.54,speech_###_id_oE5aAhhg7IY_314.94-344.54,0,Lumen,100.0,0,1,1,retain,Lumen,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_ouZmDmQHjRk_141.18-167.10,speech_###_id_ouZmDmQHjRk_141.18-167.10,0,Gemini 3.1 Pro,100.0,0,1,1,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_pdUl_VIXkJk_0.00-27.66,speech_###_id_pdUl_VIXkJk_0.00-27.66,0,UvA-MT,65.0,1,1,1,score_below_80,UvA-MT,65.0,1,65.0,1,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_pdUl_VIXkJk_27.78-53.71,speech_###_id_pdUl_VIXkJk_27.78-53.71,0,DeepSeek V4 Pro,90.0,0,1,1,retain,DeepSeek V4 Pro,90.0,0,90.0,0,2
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_pk_IcWjlrTQ_558.93-589.65,speech_###_id_pk_IcWjlrTQ_558.93-589.65,0,Human (postediting),80.0,0,1,1,retain,Human (postediting),80.0,0,80.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_qBvTwhwAmdY_4.30-26.30,speech_###_id_qBvTwhwAmdY_4.30-26.30,0,Qingqiu-MT-9B,100.0,0,1,1,retain,Qingqiu-MT-9B,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_rJQL_li3ZLY_162.26-186.54,speech_###_id_rJQL_li3ZLY_162.26-186.54,0,Wayfinder,80.0,0,1,1,retain,Wayfinder,80.0,0,80.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_tGCyIxMYXrk_466.93-494.37,speech_###_id_tGCyIxMYXrk_466.93-494.37,0,GPT 5.5,100.0,0,1,1,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_topID8MmjJo_318.34-342.78,speech_###_id_topID8MmjJo_318.34-342.78,0,Lumen,85.0,0,1,1,retain,Lumen,85.0,0,85.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_uotjZYzvBos_270.62-305.82,speech_###_id_uotjZYzvBos_270.62-305.82,0,Gemini 3.1 Pro,80.0,0,1,1,retain,Gemini 3.1 Pro,80.0,0,80.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_vAG7mQyDIm8_11.06-33.34,speech_###_id_vAG7mQyDIm8_11.06-33.34,0,Dubformer,100.0,0,1,1,retain,Dubformer,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_vphdPHJpi6k_470.17-499.53,speech_###_id_vphdPHJpi6k_470.17-499.53,0,Command A+,60.0,2,1,1,score_below_80,Command A+,60.0,2,60.0,2,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_wguF3SScd5I_508.45-530.37,speech_###_id_wguF3SScd5I_508.45-530.37,0,Gemini 3.1 Pro,100.0,0,1,1,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_xkhTKnSltac_432.65-466.53,speech_###_id_xkhTKnSltac_432.65-466.53,0,Command A+,70.0,1,1,1,score_below_80,Command A+,70.0,1,70.0,1,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_xoz5opBjq9E_352.98-381.21,speech_###_id_xoz5opBjq9E_352.98-381.21,0,Gemini 3.1 Pro,100.0,0,1,1,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---deu_Latn,WMT26_###_speech_###_eng_Latn_###_deu_Latn_###_id_zenqLJSAZCA_179.46-204.38,speech_###_id_zenqLJSAZCA_179.46-204.38,0,Dubformer,90.0,0,1,1,retain,Dubformer,90.0,0,90.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,0,TRIVE,92.0,0,10,10,retain,TRIVE,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,1,TRIVE,92.0,0,10,10,replaced,Wayfinder,75.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,2,TRIVE,92.0,0,10,10,retain,TRIVE,85.0,0,85.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,3,TRIVE,92.0,0,10,10,retain,TRIVE,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,4,TRIVE,92.0,0,10,10,retain,TRIVE,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,5,TRIVE,92.0,0,10,10,retain,TRIVE,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,6,TRIVE,92.0,0,10,10,retain,TRIVE,85.0,0,85.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,7,TRIVE,92.0,0,10,10,retain,TRIVE,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,8,TRIVE,92.0,0,10,10,retain,TRIVE,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377358,news_###_brisbanetimes.com.au.377358,9,TRIVE,92.0,0,10,10,retain,TRIVE,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,0,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,92.5,0,92.5,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,1,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,95.0,0,95.0,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,2,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,87.5,0,87.5,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,3,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,92.5,0,92.5,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,4,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,92.5,0,92.5,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,5,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,92.5,0,92.5,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,6,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,95.0,0,95.0,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,7,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,95.0,0,95.0,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,8,Wayfinder,91.81818181818181,0.045454545454545456,11,11,replaced,Gemini 3.1 Pro,87.5,0.5,95.0,0,3
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,9,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,95.0,0,95.0,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_brisbanetimes.com.au.377415,news_###_brisbanetimes.com.au.377415,10,Wayfinder,91.81818181818181,0.045454545454545456,11,11,retain,Wayfinder,85.0,0,85.0,0,2
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,0,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),90.0,0,90.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,1,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,2,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,3,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,4,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,5,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,6,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,7,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,8,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,replaced,Dubformer,85.0,1,85.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,9,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,major_error,Human (from scratch),95.0,1,95.0,1,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277119,news_###_guardian.277119,10,Human (from scratch),96.36363636363636,0.18181818181818182,11,11,retain,Human (from scratch),100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,0,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,1,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,2,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,85.0,0,85.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,3,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,4,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,5,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,6,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,7,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,8,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,9,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,10,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_guardian.277188,news_###_guardian.277188,11,GPT 5.5,96.25,0,12,12,retain,GPT 5.5,90.0,0,90.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,0,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,1,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,2,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,3,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,4,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,5,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,6,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,7,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,8,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,9,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,10,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122957,news_###_heraldscotland.com.122957,11,Gemini 3.1 Pro,97.91666666666667,0,12,12,retain,Gemini 3.1 Pro,95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122978,news_###_heraldscotland.com.122978,0,Human (from scratch),90.0,0.13333333333333333,15,15,retain,Human (from scratch),100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122978,news_###_heraldscotland.com.122978,1,Human (from scratch),90.0,0.13333333333333333,15,15,retain,Human (from scratch),100.0,0,100.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122978,news_###_heraldscotland.com.122978,2,Human (from scratch),90.0,0.13333333333333333,15,15,retain,Human (from scratch),95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122978,news_###_heraldscotland.com.122978,3,Human (from scratch),90.0,0.13333333333333333,15,15,retain,Human (from scratch),95.0,0,95.0,0,1
eng_Latn---ekk_Latn,WMT26_###_news_###_eng_Latn_###_ekk_Latn_###_heraldscotland.com.122978,news_###_heraldscotland.com.122978,4,Human (from scratch),90.0,0.13333333333333333,15,15,retain,Human (from scratch),90.0,0,90.0,0,1
